User Selection,Task Size,Offloading Ratio,Delay,UAV Hover Location X,UAV Hover Location Y
2,2389406,0.48,6.23,0.00,0.00
1,2373199,0.01,11.78,0.00,0.00
2,2178764,0.11,9.67,0.00,0.00
1,2111532,0.89,1.77,0.00,0.00
1,2292631,0.42,6.69,0.00,0.00
3,2426372,0.37,7.67,0.00,0.00
0,2418949,0.46,6.56,0.00,0.00
0,1076810,0.33,3.58,0.00,0.00
0,2595591,0.98,3.04,0.00,0.00
0,2428945,0.71,3.52,0.00,0.00
0,2355454,0.63,4.35,0.00,0.00
0,2235091,0.02,10.97,0.00,0.00
0,2548188,0.80,2.57,0.00,0.00
2,2306273,0.84,1.84,0.00,0.00
1,2128688,0.72,2.95,0.00,0.00
0,2285185,0.12,10.10,0.00,0.00
2,2156779,0.35,6.98,0.00,0.00
0,2103639,0.44,5.86,0.00,0.00
0,2165382,0.63,3.98,0.00,0.00
2,2254829,0.66,3.83,0.00,0.00
2,2097494,0.74,2.68,0.00,0.00
1,2562955,0.73,3.44,0.00,0.00
0,2273880,0.93,1.99,0.00,0.00
2,2591062,0.13,11.32,0.00,0.00
0,2513041,0.90,2.13,0.00,0.00
2,2465412,0.77,2.86,0.00,0.00
2,2130941,0.25,7.95,0.00,0.00
2,2401073,0.36,7.62,0.00,0.00
2,2113561,0.95,1.90,0.00,0.00
2,2518500,0.86,2.04,0.00,0.00
1,2554259,0.69,3.93,0.00,0.00
3,2560863,0.73,3.43,0.00,0.00
0,2307294,0.58,4.79,0.00,0.00
0,2175721,0.39,6.58,0.00,0.00
0,2376108,0.86,1.93,0.00,0.00
2,2587080,0.84,2.63,0.00,0.00
0,2529335,0.33,8.51,0.00,0.00
2,2127246,0.65,3.76,12.47,9.96
0,2425914,0.14,10.48,12.47,9.96
2,2611806,0.83,2.61,12.47,9.96
2,2220371,0.69,3.41,12.47,9.96
2,2533106,0.99,2.99,12.47,9.96
2,2521371,0.15,10.74,12.47,9.96
1,2349170,0.69,3.68,12.47,9.96
2,2200529,0.17,9.17,12.47,9.96
2,2420804,0.68,3.87,12.47,9.96
2,2456322,0.99,2.92,12.47,9.96
0,2166522,0.90,1.82,12.47,9.96
1,2516131,0.72,3.54,12.47,9.96
3,2351104,0.34,7.71,12.47,9.96
0,2482666,0.10,11.21,12.47,9.96
2,2176906,0.46,5.86,12.47,9.96
2,975009,0.08,4.47,12.47,9.96
1,2101820,0.12,9.21,0.00,0.00
1,2615069,0.95,2.33,0.00,0.00
2,2594092,0.20,10.36,0.00,0.00
1,2257461,0.11,10.08,0.00,0.00
1,2293302,0.21,9.11,0.00,0.00
0,2617279,0.56,5.80,0.00,0.00
0,2505737,0.03,12.11,0.00,0.00
0,2401440,0.00,12.01,0.00,0.00
0,2424226,0.11,10.81,0.00,0.00
0,2343364,0.00,11.72,0.00,0.00
0,2338147,0.00,11.69,0.00,0.00
0,2174071,0.02,10.70,0.00,0.00
0,2552612,0.00,12.76,0.00,0.00
0,2155298,0.00,10.78,0.00,0.00
0,2567838,0.00,12.84,0.00,0.00
0,2598025,0.00,12.99,0.00,0.00
0,2191590,0.00,10.96,0.00,0.00
0,2272335,0.00,11.36,0.00,0.00
0,2239077,0.00,11.20,0.00,0.00
0,2467372,0.00,12.34,0.00,0.00
0,2552200,0.00,12.76,0.00,0.00
0,2558778,0.04,12.28,0.00,0.00
0,2113648,0.02,10.32,0.00,0.00
0,2313541,0.03,11.25,0.00,0.00
0,2268313,0.07,10.58,0.00,0.00
0,2210627,0.01,10.97,0.00,0.00
0,2148788,0.00,10.74,0.00,0.00
0,2445711,0.00,12.23,0.00,0.00
0,2346352,0.09,10.68,0.00,0.00
0,2420424,0.00,12.10,0.00,0.00
0,2387515,0.00,11.94,0.00,0.00
0,2438906,0.00,12.19,0.00,0.00
0,2252310,0.00,11.24,0.00,0.00
0,2110426,0.00,10.55,0.00,0.00
0,2262827,0.01,11.18,0.00,0.00
0,2483879,0.00,12.42,0.00,0.00
0,2391498,0.00,11.96,0.00,0.00
0,2162545,0.00,10.81,0.00,0.00
0,2355753,0.02,11.54,0.00,0.00
0,2297930,0.00,11.49,0.00,0.00
0,2430004,0.01,12.07,0.00,0.00
0,2337457,0.04,11.26,0.00,0.00
0,2140708,0.08,9.80,0.00,0.00
0,2565327,0.00,12.83,0.00,0.00
0,1151978,0.00,5.76,0.00,0.00
0,2360862,0.00,11.80,0.00,0.00
0,2518102,0.02,12.31,0.00,0.00
0,2158211,0.00,10.79,0.00,0.00
0,2620547,0.00,13.10,0.00,0.00
0,2284112,0.06,10.71,0.00,0.00
0,2210087,0.05,10.47,0.00,0.00
0,2429482,0.00,12.15,0.00,0.00
0,2282450,0.00,11.41,0.00,0.00
0,2294412,0.00,11.47,0.00,0.00
0,2557043,0.09,11.58,0.00,0.00
0,2394658,0.00,11.97,0.00,0.00
0,2428358,0.00,12.14,0.00,0.00
0,2553883,0.06,12.04,0.00,0.00
0,2197305,0.00,10.99,0.00,0.00
0,2536714,0.00,12.68,0.00,0.00
0,2577211,0.00,12.89,0.00,0.00
0,2276966,0.00,11.38,0.00,0.00
0,2510094,0.07,11.62,0.00,0.00
0,2489918,0.00,12.45,0.00,0.00
0,2297118,0.00,11.49,0.00,0.00
0,2393964,0.00,11.97,0.00,0.00
0,2392458,0.02,11.77,0.00,0.00
0,2178587,0.07,10.17,0.00,0.00
0,2257925,0.04,10.83,0.00,0.00
0,2127941,0.00,10.64,0.00,0.00
0,2293856,0.05,10.92,0.00,0.00
0,2305576,0.00,11.53,0.00,0.00
0,2302169,0.00,11.51,0.00,0.00
0,2196396,0.00,10.98,0.00,0.00
0,2516026,0.00,12.58,0.00,0.00
0,2139755,0.01,10.60,0.00,0.00
0,2117097,0.01,10.48,0.00,0.00
0,2236553,0.04,10.76,0.00,0.00
0,2344407,0.02,11.50,0.00,0.00
0,2328436,0.05,11.11,0.00,0.00
0,2297951,0.00,11.49,0.00,0.00
0,2367995,0.02,11.66,0.00,0.00
0,2361326,0.00,11.81,0.00,0.00
0,2547344,0.00,12.74,0.00,0.00
0,2132232,0.01,10.59,0.00,0.00
0,2580282,0.00,12.90,0.00,0.00
0,2391696,0.06,11.27,0.00,0.00
0,2447450,0.04,11.74,0.00,0.00
0,2462086,0.00,12.31,0.00,0.00
0,1160559,0.00,5.80,0.00,0.00
0,2556416,0.00,12.78,0.00,0.00
0,2242950,0.03,10.90,0.00,0.00
0,2101111,0.01,10.38,0.00,0.00
0,2211690,0.00,11.06,0.00,0.00
0,2360268,0.01,11.74,0.00,0.00
0,2362508,0.06,11.12,0.00,0.00
0,2112238,0.00,10.56,0.00,0.00
0,2332188,0.00,11.66,0.00,0.00
0,2152056,0.00,10.76,0.00,0.00
0,2155424,0.00,10.78,0.00,0.00
0,2456294,0.00,12.28,0.00,0.00
0,2333674,0.00,11.67,0.00,0.00
0,2437449,0.07,11.30,0.00,0.00
0,2469154,0.03,11.92,0.00,0.00
0,2312208,0.00,11.56,0.00,0.00
0,2291914,0.00,11.46,0.00,0.00
0,2209066,0.00,11.05,0.00,0.00
0,2584017,0.00,12.92,0.00,0.00
0,2537777,0.00,12.69,0.00,0.00
0,2177207,0.00,10.89,0.00,0.00
0,2208824,0.00,11.04,0.00,0.00
0,2331005,0.08,10.78,0.00,0.00
0,2516182,0.01,12.46,0.00,0.00
0,2574688,0.09,11.77,0.00,0.00
0,2240107,0.07,10.44,0.00,0.00
0,2521250,0.00,12.61,0.00,0.00
0,2264043,0.00,11.32,0.00,0.00
0,2549921,0.03,12.35,0.00,0.00
0,2148010,0.02,10.56,0.00,0.00
0,2560965,0.02,12.57,0.00,0.00
0,2154419,0.08,9.86,0.00,0.00
0,2290101,0.00,11.45,0.00,0.00
0,2514623,0.01,12.48,0.00,0.00
0,2337927,0.00,11.69,0.00,0.00
0,2168963,0.00,10.84,0.00,0.00
0,2528003,0.03,12.23,0.00,0.00
0,2549637,0.00,12.75,0.00,0.00
0,2441414,0.00,12.21,0.00,0.00
0,2606604,0.06,12.31,0.00,0.00
0,2590688,0.00,12.95,0.00,0.00
0,2151190,0.07,10.02,0.00,0.00
0,2472836,0.00,12.36,0.00,0.00
0,2542070,0.01,12.55,0.00,0.00
0,2248053,0.06,10.51,0.00,0.00
0,950468,0.06,4.45,0.00,0.00
0,2230799,0.00,11.15,0.00,0.00
0,2512403,0.01,12.44,0.00,0.00
0,2190917,0.00,10.95,0.00,0.00
0,2429074,0.02,11.92,0.00,0.00
0,2400789,0.01,11.87,0.00,0.00
0,2144904,0.00,10.72,0.00,0.00
0,2516168,0.02,12.33,0.00,0.00
0,2131430,0.00,10.66,0.00,0.00
0,2358242,0.02,11.60,0.00,0.00
0,2270869,0.00,11.35,0.00,0.00
0,2115111,0.06,9.93,0.00,0.00
0,2353749,0.01,11.61,0.00,0.00
0,2314615,0.02,11.33,0.00,0.00
0,2606469,0.01,12.95,0.00,0.00
0,2233495,0.04,10.76,0.00,0.00
0,2509055,0.00,12.55,0.00,0.00
0,2250718,0.02,10.98,0.00,0.00
0,2198803,0.00,10.99,0.00,0.00
0,2324900,0.00,11.62,0.00,0.00
0,2199430,0.05,10.46,0.00,0.00
0,2508831,0.00,12.54,0.00,0.00
0,2259214,0.00,11.30,0.00,0.00
0,2313768,0.12,10.20,0.00,0.00
0,2193670,0.00,10.97,0.00,0.00
0,2541812,0.00,12.71,0.00,0.00
0,2214275,0.00,11.07,0.00,0.00
0,2179871,0.00,10.90,0.00,0.00
0,2469657,0.01,12.27,0.00,0.00
0,2582874,0.00,12.91,0.00,0.00
0,2595439,0.00,12.98,0.00,0.00
0,2434324,0.00,12.17,0.00,0.00
0,2345650,0.00,11.73,0.00,0.00
0,2401283,0.00,11.99,0.00,0.00
0,2296081,0.06,10.79,0.00,0.00
0,2185755,0.00,10.93,0.00,0.00
0,2360226,0.00,11.80,0.00,0.00
0,2373048,0.00,11.86,0.00,0.00
0,2269802,0.00,11.35,0.00,0.00
0,2442924,0.02,12.02,0.00,0.00
0,2236237,0.03,10.80,0.00,0.00
0,2574126,0.04,12.31,0.00,0.00
0,2367726,0.00,11.84,0.00,0.00
0,2315967,0.00,11.58,0.00,0.00
0,2504050,0.03,12.18,0.00,0.00
0,1599050,0.01,7.91,0.00,0.00
0,2561897,0.00,12.81,0.00,0.00
0,2350794,0.00,11.75,0.00,0.00
0,2509806,0.00,12.55,0.00,0.00
0,2152185,0.00,10.76,0.00,0.00
0,2446189,0.02,12.00,0.00,0.00
0,2414036,0.00,12.07,0.00,0.00
0,2167770,0.00,10.84,0.00,0.00
0,2235720,0.01,11.10,0.00,0.00
0,2244964,0.00,11.22,0.00,0.00
0,2239136,0.03,10.85,0.00,0.00
0,2477404,0.00,12.39,0.00,0.00
0,2214787,0.05,10.55,0.00,0.00
0,2414811,0.00,12.07,0.00,0.00
0,2601930,0.00,13.01,0.00,0.00
0,2217357,0.00,11.09,0.00,0.00
0,2113975,0.01,10.42,0.00,0.00
0,2546565,0.05,12.10,0.00,0.00
0,2176672,0.00,10.88,0.00,0.00
0,2256727,0.00,11.28,0.00,0.00
0,2598054,0.00,12.99,0.00,0.00
0,2551474,0.08,11.67,0.00,0.00
0,2525130,0.00,12.61,0.00,0.00
0,2552372,0.00,12.76,0.00,0.00
0,2097289,0.00,10.49,0.00,0.00
0,2136083,0.00,10.68,0.00,0.00
0,2578092,0.00,12.89,0.00,0.00
0,2246275,0.00,11.23,0.00,0.00
0,2386146,0.03,11.55,0.00,0.00
0,2364418,0.02,11.56,0.00,0.00
0,2226760,0.00,11.13,0.00,0.00
0,2187331,0.00,10.94,0.00,0.00
0,2419139,0.00,12.10,0.00,0.00
0,2576080,0.00,12.88,0.00,0.00
0,2209164,0.01,10.92,0.00,0.00
0,2545713,0.00,12.73,0.00,0.00
0,2239957,0.00,11.17,0.00,0.00
0,2540935,0.00,12.70,0.00,0.00
0,2558721,0.02,12.48,0.00,0.00
0,2133676,0.00,10.67,0.00,0.00
0,2102393,0.02,10.35,0.00,0.00
0,2534265,0.03,12.25,0.00,0.00
0,2494511,0.00,12.47,0.00,0.00
0,2588585,0.00,12.94,0.00,0.00
0,2098090,0.00,10.49,0.00,0.00
0,1024222,0.02,5.00,0.00,0.00
0,2536121,0.00,12.68,0.00,0.00
0,2595542,0.00,12.98,0.00,0.00
0,2478743,0.02,12.10,0.00,0.00
0,2463966,0.04,11.87,0.00,0.00
0,2192058,0.00,10.96,0.00,0.00
0,2349514,0.00,11.75,0.00,0.00
0,2222367,0.02,10.90,0.00,0.00
0,2526676,0.00,12.63,0.00,0.00
0,2431931,0.02,11.91,0.00,0.00
0,2212780,0.00,11.06,0.00,0.00
0,2517035,0.00,12.59,0.00,0.00
0,2297266,0.06,10.82,0.00,0.00
0,2148461,0.00,10.74,0.00,0.00
0,2494751,0.03,12.14,0.00,0.00
0,2544658,0.00,12.72,0.00,0.00
0,2341797,0.06,11.01,0.00,0.00
0,2246973,0.00,11.23,0.00,0.00
0,2583902,0.00,12.92,0.00,0.00
0,2282418,0.00,11.41,0.00,0.00
0,2422067,0.00,12.11,0.00,0.00
0,2558826,0.02,12.52,0.00,0.00
0,2589655,0.03,12.52,0.00,0.00
0,2422557,0.00,12.11,0.00,0.00
0,2410332,0.00,12.05,0.00,0.00
0,2582958,0.00,12.91,0.00,0.00
0,2462672,0.07,11.51,0.00,0.00
0,2353277,0.09,10.75,0.00,0.00
0,2350583,0.09,10.65,0.00,0.00
0,2186092,0.00,10.93,0.00,0.00
0,2437464,0.00,12.19,0.00,0.00
0,2226309,0.00,11.13,0.00,0.00
0,2516714,0.00,12.58,0.00,0.00
0,2414539,0.03,11.70,0.00,0.00
0,2198466,0.00,10.99,0.00,0.00
0,2597074,0.02,12.75,0.00,0.00
0,2315895,0.01,11.51,0.00,0.00
0,2509830,0.00,12.55,0.00,0.00
0,2167367,0.00,10.84,0.00,0.00
0,2194474,0.00,10.97,0.00,0.00
0,2460949,0.00,12.30,0.00,0.00
0,2259914,0.00,11.30,0.00,0.00
0,2347363,0.08,10.75,0.00,0.00
0,2344535,0.00,11.72,0.00,0.00
0,2060729,0.09,9.33,0.00,0.00
0,2337444,0.00,11.65,0.00,0.00
0,2616953,0.00,13.08,0.00,0.00
0,2350646,0.00,11.75,0.00,0.00
0,2517950,0.03,12.19,0.00,0.00
0,2221795,0.11,9.90,0.00,0.00
0,2502836,0.04,11.99,0.00,0.00
0,2229353,0.03,10.79,0.00,0.00
0,2412031,0.00,12.06,0.00,0.00
0,2451272,0.00,12.26,0.00,0.00
0,2353453,0.00,11.77,0.00,0.00
0,2600435,0.00,13.00,0.00,0.00
0,2379949,0.03,11.57,0.00,0.00
0,2353571,0.03,11.46,0.00,0.00
0,2454129,0.02,12.04,0.00,0.00
0,2551366,0.01,12.66,0.00,0.00
0,2422502,0.00,12.11,0.00,0.00
0,2494616,0.04,11.95,0.00,0.00
0,2487039,0.11,11.10,0.00,0.00
0,2329765,0.01,11.49,0.00,0.00
0,2277344,0.00,11.39,0.00,0.00
0,2503410,0.02,12.21,0.00,0.00
0,2392178,0.00,11.96,0.00,0.00
0,2140327,0.06,10.11,0.00,0.00
0,2535306,0.00,12.68,0.00,0.00
0,2523052,0.02,12.38,0.00,0.00
0,2489203,0.00,12.45,0.00,0.00
0,2296256,0.03,11.11,0.00,0.00
0,2360453,0.00,11.80,0.00,0.00
0,2101683,0.01,10.37,0.00,0.00
0,2501674,0.00,12.51,0.00,0.00
0,2195151,0.00,10.92,0.00,0.00
0,2565592,0.00,12.83,0.00,0.00
0,2305002,0.00,11.53,0.00,0.00
0,2254821,0.06,10.60,0.00,0.00
0,2391634,0.07,11.13,0.00,0.00
0,2610850,0.01,12.94,0.00,0.00
0,2262484,0.03,11.00,0.00,0.00
0,2286451,0.00,11.43,0.00,0.00
0,2169541,0.03,10.52,0.00,0.00
0,2239565,0.00,11.20,0.00,0.00
0,2593119,0.01,12.78,0.00,0.00
0,2183651,0.00,10.92,0.00,0.00
0,2599237,0.02,12.73,0.00,0.00
0,2012511,0.02,9.90,0.00,0.00
0,2349093,0.00,11.75,0.00,0.00
0,2144778,0.04,10.26,0.00,0.00
0,2600421,0.00,13.00,0.00,0.00
0,2524891,0.03,12.21,0.00,0.00
0,2143988,0.00,10.72,0.00,0.00
0,2321885,0.01,11.54,0.00,0.00
0,2405637,0.00,12.03,0.00,0.00
0,2248440,0.03,10.93,0.00,0.00
0,2292956,0.11,10.21,0.00,0.00
0,2523854,0.03,12.23,0.00,0.00
0,2316011,0.00,11.58,0.00,0.00
0,2468178,0.01,12.24,0.00,0.00
0,2433680,0.00,12.17,0.00,0.00
0,2317607,0.03,11.24,0.00,0.00
0,2500485,0.11,11.18,0.00,0.00
0,2366247,0.05,11.23,0.00,0.00
0,2465296,0.06,11.61,0.00,0.00
0,2404005,0.01,11.96,0.00,0.00
0,2368111,0.06,11.13,0.00,0.00
0,2287016,0.00,11.44,0.00,0.00
0,2262069,0.00,11.31,0.00,0.00
0,2451406,0.00,12.26,0.00,0.00
0,2426542,0.00,12.13,0.00,0.00
0,2472605,0.00,12.33,0.00,0.00
0,2416604,0.02,11.87,0.00,0.00
0,2366009,0.00,11.83,0.00,0.00
0,2510087,0.00,12.55,0.00,0.00
0,2097563,0.01,10.41,0.00,0.00
0,2220843,0.03,10.82,0.00,0.00
0,2569947,0.00,12.85,0.00,0.00
0,2515710,0.04,12.04,0.00,0.00
0,2213292,0.00,11.07,0.00,0.00
0,2314612,0.02,11.29,0.00,0.00
0,2451368,0.03,11.84,0.00,0.00
0,2412848,0.03,11.69,0.00,0.00
0,2315506,0.02,11.36,0.00,0.00
0,2537827,0.06,11.87,0.00,0.00
0,2109685,0.04,10.14,0.00,0.00
0,2546496,0.00,12.73,0.00,0.00
0,2316416,0.00,11.58,0.00,0.00
0,2370370,0.00,11.85,0.00,0.00
0,2434353,0.06,11.49,0.00,0.00
0,2377317,0.07,11.01,0.00,0.00
0,2336463,0.00,11.68,0.00,0.00
2,329083,0.02,1.61,0.00,0.00
0,2404118,0.02,11.80,0.00,0.00
0,2435666,0.00,12.18,0.00,0.00
0,2245125,0.00,11.23,0.00,0.00
0,2346185,0.00,11.73,0.00,0.00
0,2239770,0.00,11.20,0.00,0.00
0,2199395,0.00,11.00,0.00,0.00
0,2345163,0.10,10.50,0.00,0.00
0,2395753,0.09,10.93,0.00,0.00
0,2508652,0.02,12.35,0.00,0.00
0,2372752,0.00,11.86,0.00,0.00
0,2255117,0.00,11.28,0.00,0.00
0,2346215,0.01,11.60,0.00,0.00
0,2600353,0.05,12.40,0.00,0.00
0,2430756,0.00,12.15,0.00,0.00
0,2297261,0.00,11.49,0.00,0.00
0,2378335,0.00,11.89,0.00,0.00
0,2447544,0.00,12.24,0.00,0.00
0,2173984,0.00,10.87,0.00,0.00
0,2312277,0.00,11.56,0.00,0.00
0,2578723,0.02,12.62,0.00,0.00
0,2482553,0.00,12.41,0.00,0.00
0,2375947,0.00,11.88,0.00,0.00
0,2218175,0.01,10.98,0.00,0.00
0,2512368,0.02,12.26,0.00,0.00
0,2330494,0.06,10.94,0.00,0.00
0,2517027,0.00,12.59,0.00,0.00
0,2294487,0.00,11.47,0.00,0.00
0,2286588,0.00,11.43,0.00,0.00
0,2406533,0.00,12.03,0.00,0.00
0,2516948,0.04,12.09,0.00,0.00
0,2456339,0.00,12.28,0.00,0.00
0,2319667,0.02,11.39,0.00,0.00
0,2107318,0.00,10.54,0.00,0.00
0,2195947,0.02,10.77,0.00,0.00
0,2351536,0.09,10.71,0.00,0.00
0,2390757,0.05,11.32,0.00,0.00
0,2569765,0.01,12.74,0.00,0.00
0,2396289,0.00,11.98,0.00,0.00
0,2178777,0.00,10.89,0.00,0.00
0,2502327,0.01,12.36,0.00,0.00
0,2216378,0.00,11.08,0.00,0.00
0,2530993,0.02,12.40,0.00,0.00
0,2569995,0.00,12.85,0.00,0.00
0,2101004,0.00,10.51,0.00,0.00
0,716244,0.00,3.57,0.00,0.00
0,2184860,0.00,10.92,0.00,0.00
0,2189229,0.00,10.95,0.00,0.00
0,2250705,0.05,10.68,0.00,0.00
0,2558598,0.00,12.75,0.00,0.00
0,2164075,0.00,10.82,0.00,0.00
0,2472839,0.05,11.69,0.00,0.00
0,2426546,0.08,11.11,0.00,0.00
0,2551211,0.01,12.65,0.00,0.00
0,2376793,0.02,11.70,0.00,0.00
0,2381697,0.06,11.14,0.00,0.00
0,2507884,0.00,12.54,0.00,0.00
0,2461136,0.00,12.31,0.00,0.00
0,2420944,0.03,11.72,0.00,0.00
0,2299787,0.05,10.96,0.00,0.00
0,2617459,0.01,12.98,0.00,0.00
0,2399220,0.03,11.67,0.00,0.00
0,2620177,0.00,13.10,0.00,0.00
0,2528881,0.06,11.86,0.00,0.00
0,2187491,0.02,10.72,0.00,0.00
0,2452776,0.02,12.05,0.00,0.00
0,2175821,0.00,10.88,0.00,0.00
0,2552987,0.00,12.76,0.00,0.00
0,2241945,0.00,11.21,0.00,0.00
0,2611802,0.03,12.65,0.00,0.00
0,2583247,0.00,12.92,0.00,0.00
0,2446509,0.01,12.10,0.00,0.00
0,2258010,0.00,11.29,0.00,0.00
0,2365952,0.00,11.83,0.00,0.00
0,2421921,0.09,11.00,0.00,0.00
0,2472349,0.00,12.36,0.00,0.00
0,2571469,0.01,12.68,0.00,0.00
0,2527156,0.12,11.17,0.00,0.00
0,2221565,0.01,11.02,0.00,0.00
0,2524496,0.03,12.28,0.00,0.00
0,2348297,0.08,10.81,0.00,0.00
0,2509011,0.00,12.55,0.00,0.00
0,2608415,0.08,12.05,0.00,0.00
0,2302670,0.00,11.47,0.00,0.00
0,2289541,0.00,11.45,0.00,0.00
0,2429676,0.03,11.83,0.00,0.00
0,2265986,0.03,11.00,0.00,0.00
0,2524935,0.00,12.62,0.00,0.00
0,2170253,0.03,10.58,0.00,0.00
0,1381279,0.03,6.72,0.00,0.00
0,2194450,0.00,10.97,0.00,0.00
0,2138811,0.00,10.69,0.00,0.00
0,2234379,0.00,11.17,0.00,0.00
0,2424602,0.00,12.12,0.00,0.00
0,2591355,0.07,12.02,0.00,0.00
0,2475099,0.00,12.38,0.00,0.00
0,2127446,0.01,10.56,0.00,0.00
0,2322118,0.04,11.12,0.00,0.00
0,2488464,0.08,11.41,0.00,0.00
0,2446716,0.02,11.93,0.00,0.00
0,2430392,0.00,12.15,0.00,0.00
0,2326666,0.00,11.63,0.00,0.00
0,2509348,0.05,11.87,0.00,0.00
0,2324703,0.03,11.26,0.00,0.00
0,2381536,0.00,11.91,0.00,0.00
0,2546488,0.00,12.73,0.00,0.00
0,2248065,0.00,11.21,0.00,0.00
0,2109651,0.02,10.39,0.00,0.00
0,2148513,0.00,10.74,0.00,0.00
0,2520138,0.00,12.60,0.00,0.00
0,2554938,0.00,12.77,0.00,0.00
0,2521517,0.05,11.99,0.00,0.00
0,2332625,0.00,11.66,0.00,0.00
0,2596151,0.00,12.98,0.00,0.00
0,2134424,0.00,10.67,0.00,0.00
0,2558106,0.03,12.44,0.00,0.00
0,2590589,0.00,12.95,0.00,0.00
0,2462981,0.07,11.47,0.00,0.00
0,2448150,0.00,12.24,0.00,0.00
0,2231538,0.06,10.45,0.00,0.00
0,2374819,0.00,11.87,0.00,0.00
0,2168949,0.00,10.84,0.00,0.00
0,2292200,0.00,11.46,0.00,0.00
0,2509453,0.00,12.55,0.00,0.00
0,2390461,0.00,11.95,0.00,0.00
0,2267379,0.00,11.34,0.00,0.00
0,2603993,0.10,11.77,0.00,0.00
0,2571077,0.00,12.86,0.00,0.00
0,2452099,0.00,12.26,0.00,0.00
0,2527882,0.00,12.64,0.00,0.00
0,2426111,0.00,12.13,0.00,0.00
0,2432895,0.00,12.16,0.00,0.00
0,2463863,0.04,11.79,0.00,0.00
0,1956460,0.00,9.78,0.00,0.00
0,2459242,0.08,11.33,0.00,0.00
0,2116014,0.00,10.58,0.00,0.00
0,2297543,0.00,11.49,0.00,0.00
0,2392427,0.08,11.01,0.00,0.00
0,2117077,0.01,10.48,0.00,0.00
0,2383598,0.00,11.92,0.00,0.00
0,2598992,0.09,11.81,0.00,0.00
0,2246814,0.00,11.23,0.00,0.00
0,2500370,0.03,12.08,0.00,0.00
0,2238408,0.00,11.19,0.00,0.00
0,2458523,0.03,11.93,0.00,0.00
0,2459344,0.04,11.84,0.00,0.00
0,2200820,0.00,11.00,0.00,0.00
0,2400314,0.00,12.00,0.00,0.00
0,2328500,0.00,11.64,0.00,0.00
0,2169042,0.00,10.85,0.00,0.00
0,2620574,0.01,13.03,0.00,0.00
0,2389618,0.00,11.95,0.00,0.00
0,2223745,0.00,11.12,0.00,0.00
0,2424777,0.00,12.12,0.00,0.00
0,2304477,0.03,11.20,0.00,0.00
0,2552368,0.00,12.76,0.00,0.00
0,2174874,0.00,10.87,0.00,0.00
0,2592374,0.05,12.31,0.00,0.00
0,2350496,0.00,11.75,0.00,0.00
0,2496746,0.07,11.58,0.00,0.00
0,2292358,0.08,10.56,0.00,0.00
0,2522778,0.10,11.39,0.00,0.00
0,2470950,0.00,12.30,0.00,0.00
0,2237949,0.07,10.36,0.00,0.00
0,2153898,0.00,10.77,0.00,0.00
0,2124552,0.00,10.62,0.00,0.00
0,2108684,0.10,9.45,0.00,0.00
0,2251382,0.00,11.26,0.00,0.00
0,2207357,0.02,10.83,0.00,0.00
0,2550453,0.00,12.75,0.00,0.00
0,2263796,0.01,11.26,0.00,0.00
0,2304846,0.03,11.13,0.00,0.00
0,2152708,0.05,10.26,0.00,0.00
0,2369948,0.02,11.65,0.00,0.00
